id,name,height,weight,generation,moves,forms,hp,attack,defense,special_attack,special_defense,speed,abilities,primary_type,secondary_type
149,dragonite,22,2100,1,"['mega-punch', 'fire-punch', 'ice-punch', 'thunder-punch', 'razor-wind', 'cut', 'wing-attack', 'fly', 'bind', 'slam', 'mega-kick', 'headbutt', 'horn-drill', 'body-slam', 'wrap', 'take-down', 'double-edge', 'leer', 'roar', 'flamethrower', 'mist', 'water-gun', 'hydro-pump', 'surf', 'ice-beam', 'blizzard', 'bubble-beam', 'hyper-beam', 'low-kick', 'strength', 'dragon-rage', 'fire-spin', 'thunderbolt', 'thunder-wave', 'thunder', 'earthquake', 'toxic', 'agility', 'rage', 'mimic', 'double-team', 'light-screen', 'haze', 'reflect', 'bide', 'metronome', 'fire-blast', 'waterfall', 'swift', 'skull-bash', 'rest', 'rock-slide', 'substitute', 'snore', 'curse', 'protect', 'scary-face', 'mud-slap', 'zap-cannon', 'icy-wind', 'detect', 'outrage', 'sandstorm', 'endure', 'swagger', 'fury-cutter', 'steel-wing', 'attract', 'sleep-talk', 'return', 'frustration', 'safeguard', 'dynamic-punch', 'dragon-breath', 'encore', 'iron-tail', 'hidden-power', 'twister', 'rain-dance', 'sunny-day', 'extreme-speed', 'rock-smash', 'whirlpool', 'heat-wave', 'hail', 'facade', 'focus-punch', 'helping-hand', 'superpower', 'brick-break', 'secret-power', 'dive', 'weather-ball', 'air-cutter', 'rock-tomb', 'aerial-ace', 'dragon-claw', 'dragon-dance', 'shock-wave', 'water-pulse', 'roost', 'natural-gift', 'tailwind', 'fling', 'aqua-tail', 'air-slash', 'dragon-pulse', 'dragon-rush', 'focus-blast', 'giga-impact', 'defog', 'draco-meteor', 'iron-head', 'stone-edge', 'captivate', 'aqua-jet', 'ominous-wind', 'hone-claws', 'round', 'sky-drop', 'incinerate', 'bulldoze', 'dragon-tail', 'hurricane', 'confide', 'power-up-punch', 'brutal-swing', 'stomping-tantrum', 'body-press', 'breaking-swipe', 'scale-shot', 'dual-wingbeat', 'tera-blast', 'ice-spinner', 'snowscape', 'chilling-water', 'dragon-cheer']",['dragonite'],91,134,95,100,100,80,"['inner-focus', 'multiscale']",dragon,flying
150,mewtwo,20,1220,1,"['mega-punch', 'pay-day', 'fire-punch', 'ice-punch', 'thunder-punch', 'mega-kick', 'headbutt', 'body-slam', 'take-down', 'double-edge', 'disable', 'flamethrower', 'mist', 'water-gun', 'ice-beam', 'blizzard', 'psybeam', 'bubble-beam', 'hyper-beam', 'submission', 'low-kick', 'counter', 'seismic-toss', 'strength', 'solar-beam', 'thunderbolt', 'thunder-wave', 'thunder', 'earthquake', 'toxic', 'confusion', 'psychic', 'agility', 'rage', 'teleport', 'night-shade', 'mimic', 'double-team', 'recover', 'confuse-ray', 'barrier', 'light-screen', 'reflect', 'bide', 'metronome', 'self-destruct', 'fire-blast', 'swift', 'skull-bash', 'amnesia', 'dream-eater', 'flash', 'psywave', 'rest', 'rock-slide', 'tri-attack', 'substitute', 'nightmare', 'snore', 'curse', 'reversal', 'spite', 'protect', 'scary-face', 'mud-slap', 'zap-cannon', 'icy-wind', 'detect', 'sandstorm', 'endure', 'swagger', 'sleep-talk', 'return', 'frustration', 'safeguard', 'dynamic-punch', 'iron-tail', 'hidden-power', 'rain-dance', 'sunny-day', 'psych-up', 'ancient-power', 'shadow-ball', 'future-sight', 'rock-smash', 'hail', 'torment', 'will-o-wisp', 'facade', 'focus-punch', 'taunt', 'helping-hand', 'trick', 'role-play', 'magic-coat', 'recycle', 'brick-break', 'knock-off', 'skill-swap', 'imprison', 'snatch', 'secret-power', 'dive', 'weather-ball', 'rock-tomb', 'signal-beam', 'aerial-ace', 'bulk-up', 'calm-mind', 'shock-wave', 'water-pulse', 'gravity', 'miracle-eye', 'natural-gift', 'embargo', 'fling', 'me-first', 'power-swap', 'guard-swap', 'aura-sphere', 'poison-jab', 'dark-pulse', 'aqua-tail', 'power-gem', 'drain-punch', 'focus-blast', 'energy-ball', 'earth-power', 'giga-impact', 'nasty-plot', 'avalanche', 'psycho-cut', 'zen-headbutt', 'rock-climb', 'trick-room', 'stone-edge', 'grass-knot', 'charge-beam', 'wonder-room', 'psyshock', 'telekinesis', 'magic-room', 'electro-ball', 'low-sweep', 'foul-play', 'round', 'stored-power', 'ally-switch', 'hex', 'incinerate', 'bulldoze', 'psystrike', 'hurricane', 'confide', 'power-up-punch', 'laser-focus', 'psychic-terrain', 'speed-swap', 'brutal-swing', 'stomping-tantrum', 'life-dew', 'expanding-force', 'lash-out', 'tera-blast', 'trailblaze', 'chilling-water', 'psychic-noise']",['mewtwo'],106,110,90,154,90,130,"['pressure', 'unnerve']",psychic,
151,mew,4,40,1,"['pound', 'mega-punch', 'pay-day', 'fire-punch', 'ice-punch', 'thunder-punch', 'razor-wind', 'swords-dance', 'cut', 'whirlwind', 'fly', 'bind', 'mega-kick', 'headbutt', 'horn-drill', 'body-slam', 'take-down', 'double-edge', 'pin-missile', 'roar', 'flamethrower', 'water-gun', 'hydro-pump', 'surf', 'ice-beam', 'blizzard', 'psybeam', 'bubble-beam', 'hyper-beam', 'submission', 'low-kick', 'counter', 'seismic-toss', 'strength', 'mega-drain', 'solar-beam', 'string-shot', 'dragon-rage', 'fire-spin', 'thunderbolt', 'thunder-wave', 'thunder', 'earthquake', 'fissure', 'dig', 'toxic', 'confusion', 'psychic', 'hypnosis', 'agility', 'rage', 'teleport', 'night-shade', 'mimic', 'screech', 'double-team', 'confuse-ray', 'defense-curl', 'barrier', 'light-screen', 'haze', 'reflect', 'focus-energy', 'bide', 'metronome', 'self-destruct', 'egg-bomb', 'fire-blast', 'waterfall', 'swift', 'skull-bash', 'amnesia', 'soft-boiled', 'dream-eater', 'leech-life', 'sky-attack', 'transform', 'flash', 'psywave', 'explosion', 'rest', 'rock-slide', 'tri-attack', 'super-fang', 'substitute', 'thief', 'nightmare', 'snore', 'curse', 'reversal', 'spite', 'protect', 'scary-face', 'feint-attack', 'sludge-bomb', 'mud-slap', 'spikes', 'zap-cannon', 'icy-wind', 'detect', 'outrage', 'sandstorm', 'giga-drain', 'endure', 'charm', 'rollout', 'false-swipe', 'swagger', 'fury-cutter', 'steel-wing', 'attract', 'sleep-talk', 'heal-bell', 'return', 'frustration', 'safeguard', 'pain-split', 'dynamic-punch', 'megahorn', 'dragon-breath', 'baton-pass', 'encore', 'sweet-scent', 'iron-tail', 'metal-claw', 'synthesis', 'hidden-power', 'twister', 'rain-dance', 'sunny-day', 'crunch', 'psych-up', 'ancient-power', 'shadow-ball', 'future-sight', 'rock-smash', 'whirlpool', 'beat-up', 'fake-out', 'uproar', 'heat-wave', 'hail', 'torment', 'will-o-wisp', 'facade', 'focus-punch', 'nature-power', 'charge', 'taunt', 'helping-hand', 'trick', 'role-play', 'superpower', 'magic-coat', 'recycle', 'revenge', 'brick-break', 'knock-off', 'endeavor', 'skill-swap', 'imprison', 'snatch', 'secret-power', 'dive', 'feather-dance', 'blaze-kick', 'hyper-voice', 'blast-burn', 'hydro-cannon', 'weather-ball', 'fake-tears', 'air-cutter', 'overheat', 'rock-tomb', 'silver-wind', 'metal-sound', 'cosmic-power', 'signal-beam', 'sand-tomb', 'muddy-water', 'bullet-seed', 'aerial-ace', 'icicle-spear', 'iron-defense', 'block', 'dragon-claw', 'frenzy-plant', 'bulk-up', 'bounce', 'mud-shot', 'poison-tail', 'covet', 'magical-leaf', 'calm-mind', 'leaf-blade', 'dragon-dance', 'rock-blast', 'shock-wave', 'water-pulse', 'roost', 'gravity', 'gyro-ball', 'brine', 'natural-gift', 'pluck', 'tailwind', 'u-turn', 'close-combat', 'payback', 'assurance', 'embargo', 'fling', 'gastro-acid', 'me-first', 'power-swap', 'guard-swap', 'last-resort', 'worry-seed', 'sucker-punch', 'toxic-spikes', 'magnet-rise', 'flare-blitz', 'aura-sphere', 'rock-polish', 'poison-jab', 'dark-pulse', 'aqua-tail', 'seed-bomb', 'air-slash', 'x-scissor', 'bug-buzz', 'dragon-pulse', 'power-gem', 'drain-punch', 'vacuum-wave', 'focus-blast', 'energy-ball', 'brave-bird', 'earth-power', 'giga-impact', 'nasty-plot', 'avalanche', 'shadow-claw', 'thunder-fang', 'ice-fang', 'fire-fang', 'psycho-cut', 'zen-headbutt', 'flash-cannon', 'rock-climb', 'defog', 'trick-room', 'draco-meteor', 'leaf-storm', 'power-whip', 'cross-poison', 'gunk-shot', 'iron-head', 'stone-edge', 'captivate', 'stealth-rock', 'grass-knot', 'bug-bite', 'charge-beam', 'ominous-wind', 'hone-claws', 'wonder-room', 'psyshock', 'venoshock', 'telekinesis', 'magic-room', 'smack-down', 'sludge-wave', 'heavy-slam', 'electro-ball', 'flame-charge', 'low-sweep', 'acid-spray', 'foul-play', 'after-you', 'round', 'echoed-voice', 'stored-power', 'ally-switch', 'scald', 'hex', 'sky-drop', 'incinerate', 'quash', 'acrobatics', 'reflect-type', 'retaliate', 'water-pledge', 'fire-pledge', 'grass-pledge', 'volt-switch', 'struggle-bug', 'bulldoze', 'frost-breath', 'dragon-tail', 'work-up', 'electroweb', 'wild-charge', 'drill-run', 'dual-chop', 'razor-shell', 'heat-crash', 'tail-slap', 'hurricane', 'snarl', 'phantom-force', 'petal-blizzard', 'disarming-voice', 'draining-kiss', 'grassy-terrain', 'misty-terrain', 'play-rough', 'confide', 'mystical-fire', 'eerie-impulse', 'venom-drench', 'electric-terrain', 'dazzling-gleam', 'infestation', 'power-up-punch', 'darkest-lariat', 'high-horsepower', 'solar-blade', 'laser-focus', 'throat-chop', 'pollen-puff', 'psychic-terrain', 'lunge', 'speed-swap', 'smart-strike', 'brutal-swing', 'aurora-veil', 'psychic-fangs', 'stomping-tantrum', 'liquidation', 'body-press', 'breaking-swipe', 'life-dew', 'steel-beam', 'expanding-force', 'steel-roller', 'scale-shot', 'meteor-beam', 'misty-explosion', 'grassy-glide', 'rising-voltage', 'terrain-pulse', 'skitter-smack', 'burning-jealousy', 'lash-out', 'poltergeist', 'corrosive-gas', 'coaching', 'flip-turn', 'triple-axel', 'dual-wingbeat', 'scorching-sands', 'tera-blast', 'ice-spinner', 'snowscape', 'pounce', 'trailblaze', 'chilling-water', 'hard-press', 'dragon-cheer', 'alluring-voice', 'temper-flare', 'supercell-slam', 'psychic-noise', 'upper-hand']",['mew'],100,100,100,100,100,100,['synchronize'],psychic,
152,chikorita,9,64,2,"['swords-dance', 'cut', 'vine-whip', 'headbutt', 'tackle', 'body-slam', 'take-down', 'double-edge', 'growl', 'counter', 'leech-seed', 'razor-leaf', 'solar-beam', 'poison-powder', 'toxic', 'mimic', 'double-team', 'light-screen', 'reflect', 'flash', 'rest', 'substitute', 'snore', 'curse', 'flail', 'protect', 'mud-slap', 'detect', 'giga-drain', 'endure', 'charm', 'swagger', 'fury-cutter', 'attract', 'sleep-talk', 'return', 'frustration', 'safeguard', 'encore', 'sweet-scent', 'iron-tail', 'synthesis', 'hidden-power', 'sunny-day', 'ancient-power', 'facade', 'nature-power', 'helping-hand', 'ingrain', 'magic-coat', 'refresh', 'secret-power', 'aromatherapy', 'fake-tears', 'grass-whistle', 'bullet-seed', 'magical-leaf', 'natural-gift', 'wring-out', 'worry-seed', 'seed-bomb', 'energy-ball', 'leaf-storm', 'captivate', 'grass-knot', 'round', 'echoed-voice', 'heal-pulse', 'grass-pledge', 'work-up', 'grassy-terrain', 'confide', 'solar-blade', 'grassy-glide', 'tera-blast', 'trailblaze']",['chikorita'],45,49,65,49,65,45,"['overgrow', 'leaf-guard']",grass,
153,bayleef,12,158,2,"['swords-dance', 'cut', 'vine-whip', 'headbutt', 'tackle', 'body-slam', 'take-down', 'double-edge', 'growl', 'counter', 'strength', 'leech-seed', 'razor-leaf', 'solar-beam', 'poison-powder', 'toxic', 'mimic', 'double-team', 'light-screen', 'reflect', 'flash', 'rest', 'substitute', 'snore', 'curse', 'flail', 'protect', 'mud-slap', 'detect', 'giga-drain', 'endure', 'charm', 'swagger', 'fury-cutter', 'attract', 'sleep-talk', 'return', 'frustration', 'safeguard', 'encore', 'sweet-scent', 'iron-tail', 'synthesis', 'hidden-power', 'sunny-day', 'ancient-power', 'rock-smash', 'facade', 'nature-power', 'helping-hand', 'ingrain', 'magic-coat', 'knock-off', 'secret-power', 'aromatherapy', 'fake-tears', 'bullet-seed', 'magical-leaf', 'natural-gift', 'worry-seed', 'seed-bomb', 'energy-ball', 'leaf-storm', 'captivate', 'grass-knot', 'round', 'echoed-voice', 'heal-pulse', 'grass-pledge', 'work-up', 'grassy-terrain', 'confide', 'solar-blade', 'laser-focus', 'stomping-tantrum', 'grassy-glide', 'tera-blast', 'trailblaze']",['bayleef'],60,62,80,63,80,60,"['overgrow', 'leaf-guard']",grass,
154,meganium,18,1005,2,"['swords-dance', 'cut', 'vine-whip', 'headbutt', 'tackle', 'body-slam', 'take-down', 'double-edge', 'growl', 'hyper-beam', 'counter', 'strength', 'leech-seed', 'razor-leaf', 'solar-beam', 'poison-powder', 'petal-dance', 'earthquake', 'toxic', 'mimic', 'double-team', 'light-screen', 'reflect', 'flash', 'rest', 'substitute', 'snore', 'curse', 'flail', 'protect', 'mud-slap', 'detect', 'outrage', 'giga-drain', 'endure', 'charm', 'swagger', 'fury-cutter', 'attract', 'sleep-talk', 'return', 'frustration', 'safeguard', 'encore', 'sweet-scent', 'iron-tail', 'synthesis', 'hidden-power', 'sunny-day', 'ancient-power', 'rock-smash', 'facade', 'nature-power', 'helping-hand', 'ingrain', 'magic-coat', 'knock-off', 'endeavor', 'secret-power', 'weather-ball', 'aromatherapy', 'fake-tears', 'bullet-seed', 'frenzy-plant', 'magical-leaf', 'natural-gift', 'worry-seed', 'seed-bomb', 'energy-ball', 'giga-impact', 'zen-headbutt', 'rock-climb', 'leaf-storm', 'captivate', 'grass-knot', 'round', 'echoed-voice', 'heal-pulse', 'grass-pledge', 'bulldoze', 'dragon-tail', 'work-up', 'petal-blizzard', 'grassy-terrain', 'confide', 'solar-blade', 'laser-focus', 'stomping-tantrum', 'body-press', 'grassy-glide', 'tera-blast', 'trailblaze']",['meganium'],80,82,100,83,100,80,"['overgrow', 'leaf-guard']",grass,
155,cyndaquil,5,79,2,"['cut', 'double-kick', 'headbutt', 'tackle', 'body-slam', 'take-down', 'thrash', 'double-edge', 'leer', 'roar', 'ember', 'flamethrower', 'submission', 'fire-spin', 'dig', 'toxic', 'quick-attack', 'mimic', 'double-team', 'smokescreen', 'defense-curl', 'fire-blast', 'swift', 'fury-swipes', 'rest', 'substitute', 'flame-wheel', 'snore', 'curse', 'reversal', 'protect', 'mud-slap', 'foresight', 'detect', 'endure', 'rollout', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'iron-tail', 'hidden-power', 'sunny-day', 'heat-wave', 'will-o-wisp', 'facade', 'nature-power', 'eruption', 'secret-power', 'crush-claw', 'overheat', 'extrasensory', 'aerial-ace', 'howl', 'covet', 'natural-gift', 'flare-blitz', 'fire-fang', 'zen-headbutt', 'lava-plume', 'iron-head', 'captivate', 'flame-burst', 'flame-charge', 'round', 'incinerate', 'inferno', 'fire-pledge', 'work-up', 'wild-charge', 'play-rough', 'confide', 'burn-up', 'burning-jealousy', 'tera-blast', 'temper-flare']",['cyndaquil'],39,52,43,60,50,65,"['blaze', 'flash-fire']",fire,
156,quilava,9,190,2,"['cut', 'double-kick', 'headbutt', 'tackle', 'body-slam', 'take-down', 'double-edge', 'leer', 'roar', 'ember', 'flamethrower', 'strength', 'fire-spin', 'dig', 'toxic', 'quick-attack', 'mimic', 'double-team', 'smokescreen', 'defense-curl', 'fire-blast', 'swift', 'rest', 'substitute', 'flame-wheel', 'snore', 'curse', 'reversal', 'protect', 'mud-slap', 'detect', 'endure', 'rollout', 'swagger', 'fury-cutter', 'attract', 'sleep-talk', 'return', 'frustration', 'iron-tail', 'hidden-power', 'sunny-day', 'rock-smash', 'heat-wave', 'will-o-wisp', 'facade', 'focus-punch', 'nature-power', 'brick-break', 'endeavor', 'eruption', 'secret-power', 'overheat', 'extrasensory', 'aerial-ace', 'howl', 'covet', 'natural-gift', 'flare-blitz', 'fire-fang', 'zen-headbutt', 'lava-plume', 'iron-head', 'captivate', 'flame-charge', 'round', 'incinerate', 'inferno', 'fire-pledge', 'work-up', 'wild-charge', 'play-rough', 'confide', 'burn-up', 'burning-jealousy', 'tera-blast', 'temper-flare']",['quilava'],58,64,58,80,65,80,"['blaze', 'flash-fire']",fire,
157,typhlosion,17,795,2,"['mega-punch', 'fire-punch', 'thunder-punch', 'cut', 'double-kick', 'mega-kick', 'headbutt', 'tackle', 'body-slam', 'take-down', 'double-edge', 'leer', 'roar', 'ember', 'flamethrower', 'hyper-beam', 'low-kick', 'counter', 'seismic-toss', 'strength', 'solar-beam', 'fire-spin', 'earthquake', 'dig', 'toxic', 'quick-attack', 'night-shade', 'mimic', 'double-team', 'smokescreen', 'confuse-ray', 'defense-curl', 'fire-blast', 'swift', 'rest', 'rock-slide', 'substitute', 'flame-wheel', 'snore', 'curse', 'reversal', 'spite', 'protect', 'mud-slap', 'detect', 'endure', 'rollout', 'swagger', 'fury-cutter', 'attract', 'sleep-talk', 'return', 'frustration', 'dynamic-punch', 'iron-tail', 'hidden-power', 'sunny-day', 'shadow-ball', 'rock-smash', 'heat-wave', 'will-o-wisp', 'facade', 'focus-punch', 'nature-power', 'helping-hand', 'brick-break', 'endeavor', 'eruption', 'secret-power', 'blast-burn', 'overheat', 'rock-tomb', 'extrasensory', 'aerial-ace', 'howl', 'covet', 'calm-mind', 'gyro-ball', 'natural-gift', 'fling', 'flare-blitz', 'focus-blast', 'giga-impact', 'shadow-claw', 'fire-fang', 'zen-headbutt', 'rock-climb', 'lava-plume', 'iron-head', 'captivate', 'flame-charge', 'round', 'hex', 'incinerate', 'inferno', 'fire-pledge', 'bulldoze', 'work-up', 'wild-charge', 'play-rough', 'confide', 'power-up-punch', 'laser-focus', 'throat-chop', 'burn-up', 'stomping-tantrum', 'burning-jealousy', 'poltergeist', 'scorching-sands', 'tera-blast', 'temper-flare']",['typhlosion'],78,84,78,109,85,100,"['blaze', 'flash-fire']",fire,
158,totodile,6,95,2,"['mega-punch', 'ice-punch', 'scratch', 'razor-wind', 'swords-dance', 'cut', 'mega-kick', 'headbutt', 'body-slam', 'take-down', 'thrash', 'double-edge', 'leer', 'bite', 'water-gun', 'hydro-pump', 'surf', 'ice-beam', 'blizzard', 'low-kick', 'counter', 'seismic-toss', 'dig', 'toxic', 'rage', 'mimic', 'screech', 'double-team', 'waterfall', 'rest', 'rock-slide', 'slash', 'substitute', 'thief', 'snore', 'curse', 'flail', 'spite', 'protect', 'scary-face', 'mud-slap', 'icy-wind', 'detect', 'endure', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'dynamic-punch', 'iron-tail', 'metal-claw', 'hidden-power', 'rain-dance', 'crunch', 'ancient-power', 'whirlpool', 'uproar', 'hail', 'flatter', 'facade', 'focus-punch', 'superpower', 'brick-break', 'endeavor', 'secret-power', 'dive', 'mud-sport', 'fake-tears', 'rock-tomb', 'muddy-water', 'aerial-ace', 'block', 'dragon-claw', 'water-sport', 'dragon-dance', 'water-pulse', 'natural-gift', 'fling', 'aqua-tail', 'shadow-claw', 'ice-fang', 'captivate', 'aqua-jet', 'hone-claws', 'round', 'chip-away', 'scald', 'water-pledge', 'work-up', 'confide', 'power-up-punch', 'liquidation', 'breaking-swipe', 'flip-turn', 'tera-blast', 'trailblaze', 'chilling-water']",['totodile'],50,65,64,44,48,43,"['torrent', 'sheer-force']",water,
159,croconaw,11,250,2,"['mega-punch', 'ice-punch', 'scratch', 'swords-dance', 'cut', 'mega-kick', 'headbutt', 'body-slam', 'take-down', 'thrash', 'double-edge', 'leer', 'bite', 'roar', 'water-gun', 'hydro-pump', 'surf', 'ice-beam', 'blizzard', 'low-kick', 'counter', 'seismic-toss', 'strength', 'dig', 'toxic', 'rage', 'mimic', 'screech', 'double-team', 'waterfall', 'rest', 'rock-slide', 'slash', 'substitute', 'thief', 'snore', 'curse', 'flail', 'spite', 'protect', 'scary-face', 'mud-slap', 'icy-wind', 'detect', 'endure', 'swagger', 'fury-cutter', 'attract', 'sleep-talk', 'return', 'frustration', 'dynamic-punch', 'iron-tail', 'metal-claw', 'hidden-power', 'rain-dance', 'crunch', 'ancient-power', 'rock-smash', 'whirlpool', 'uproar', 'hail', 'flatter', 'facade', 'focus-punch', 'superpower', 'brick-break', 'endeavor', 'secret-power', 'dive', 'fake-tears', 'rock-tomb', 'muddy-water', 'aerial-ace', 'block', 'dragon-claw', 'dragon-dance', 'water-pulse', 'natural-gift', 'fling', 'aqua-tail', 'shadow-claw', 'ice-fang', 'captivate', 'aqua-jet', 'hone-claws', 'round', 'chip-away', 'scald', 'water-pledge', 'work-up', 'confide', 'power-up-punch', 'psychic-fangs', 'liquidation', 'breaking-swipe', 'flip-turn', 'tera-blast', 'trailblaze', 'chilling-water']",['croconaw'],65,80,80,59,63,58,"['torrent', 'sheer-force']",water,
160,feraligatr,23,888,2,"['mega-punch', 'ice-punch', 'scratch', 'swords-dance', 'cut', 'mega-kick', 'headbutt', 'body-slam', 'take-down', 'thrash', 'double-edge', 'leer', 'bite', 'roar', 'water-gun', 'hydro-pump', 'surf', 'ice-beam', 'blizzard', 'hyper-beam', 'low-kick', 'counter', 'seismic-toss', 'strength', 'earthquake', 'dig', 'toxic', 'agility', 'rage', 'mimic', 'screech', 'double-team', 'waterfall', 'rest', 'rock-slide', 'slash', 'substitute', 'thief', 'snore', 'curse', 'flail', 'spite', 'protect', 'scary-face', 'mud-slap', 'icy-wind', 'detect', 'outrage', 'endure', 'swagger', 'fury-cutter', 'attract', 'sleep-talk', 'return', 'frustration', 'dynamic-punch', 'iron-tail', 'metal-claw', 'hidden-power', 'rain-dance', 'crunch', 'ancient-power', 'rock-smash', 'whirlpool', 'uproar', 'hail', 'flatter', 'facade', 'focus-punch', 'helping-hand', 'superpower', 'brick-break', 'endeavor', 'secret-power', 'dive', 'hydro-cannon', 'fake-tears', 'rock-tomb', 'muddy-water', 'aerial-ace', 'block', 'dragon-claw', 'dragon-dance', 'water-pulse', 'natural-gift', 'fling', 'aqua-tail', 'dragon-pulse', 'focus-blast', 'giga-impact', 'avalanche', 'shadow-claw', 'ice-fang', 'rock-climb', 'captivate', 'aqua-jet', 'hone-claws', 'round', 'chip-away', 'scald', 'water-pledge', 'bulldoze', 'dragon-tail', 'work-up', 'snarl', 'confide', 'power-up-punch', 'psychic-fangs', 'stomping-tantrum', 'liquidation', 'breaking-swipe', 'scale-shot', 'lash-out', 'flip-turn', 'tera-blast', 'trailblaze', 'chilling-water']",['feraligatr'],85,105,100,79,83,78,"['torrent', 'sheer-force']",water,
161,sentret,8,60,2,"['fire-punch', 'ice-punch', 'thunder-punch', 'scratch', 'cut', 'slam', 'headbutt', 'tackle', 'body-slam', 'take-down', 'double-edge', 'growl', 'flamethrower', 'surf', 'ice-beam', 'blizzard', 'solar-beam', 'thunderbolt', 'thunder', 'dig', 'toxic', 'quick-attack', 'mimic', 'double-team', 'defense-curl', 'focus-energy', 'swift', 'amnesia', 'fury-swipes', 'rest', 'super-fang', 'slash', 'substitute', 'thief', 'snore', 'curse', 'reversal', 'protect', 'mud-slap', 'foresight', 'detect', 'endure', 'charm', 'rollout', 'swagger', 'fury-cutter', 'attract', 'sleep-talk', 'return', 'frustration', 'dynamic-punch', 'baton-pass', 'pursuit', 'iron-tail', 'hidden-power', 'rain-dance', 'sunny-day', 'shadow-ball', 'whirlpool', 'uproar', 'facade', 'focus-punch', 'follow-me', 'helping-hand', 'trick', 'assist', 'brick-break', 'knock-off', 'endeavor', 'secret-power', 'hyper-voice', 'covet', 'shock-wave', 'water-pulse', 'natural-gift', 'u-turn', 'fling', 'me-first', 'last-resort', 'sucker-punch', 'aqua-tail', 'seed-bomb', 'shadow-claw', 'captivate', 'grass-knot', 'charge-beam', 'hone-claws', 'round', 'echoed-voice', 'retaliate', 'work-up', 'play-rough', 'confide', 'baby-doll-eyes', 'power-up-punch', 'brutal-swing', 'tera-blast', 'tidy-up', 'trailblaze', 'chilling-water']",['sentret'],35,46,34,35,45,20,"['run-away', 'keen-eye', 'frisk']",normal,
162,furret,18,325,2,"['fire-punch', 'ice-punch', 'thunder-punch', 'scratch', 'cut', 'slam', 'headbutt', 'body-slam', 'take-down', 'double-edge', 'growl', 'flamethrower', 'surf', 'ice-beam', 'blizzard', 'hyper-beam', 'strength', 'solar-beam', 'thunderbolt', 'thunder', 'dig', 'toxic', 'agility', 'quick-attack', 'mimic', 'double-team', 'defense-curl', 'focus-energy', 'swift', 'amnesia', 'fury-swipes', 'rest', 'super-fang', 'slash', 'substitute', 'thief', 'snore', 'curse', 'reversal', 'protect', 'mud-slap', 'foresight', 'detect', 'endure', 'charm', 'rollout', 'swagger', 'fury-cutter', 'attract', 'sleep-talk', 'return', 'frustration', 'dynamic-punch', 'baton-pass', 'iron-tail', 'hidden-power', 'rain-dance', 'sunny-day', 'shadow-ball', 'rock-smash', 'whirlpool', 'uproar', 'facade', 'focus-punch', 'follow-me', 'helping-hand', 'trick', 'brick-break', 'knock-off', 'endeavor', 'secret-power', 'hyper-voice', 'covet', 'shock-wave', 'water-pulse', 'natural-gift', 'u-turn', 'fling', 'me-first', 'last-resort', 'sucker-punch', 'aqua-tail', 'seed-bomb', 'focus-blast', 'giga-impact', 'shadow-claw', 'zen-headbutt', 'captivate', 'grass-knot', 'charge-beam', 'hone-claws', 'coil', 'round', 'echoed-voice', 'retaliate', 'work-up', 'play-rough', 'confide', 'baby-doll-eyes', 'power-up-punch', 'brutal-swing', 'tera-blast', 'tidy-up', 'trailblaze', 'chilling-water']",['furret'],85,76,64,45,55,90,"['run-away', 'keen-eye', 'frisk']",normal,
163,hoothoot,7,212,2,"['wing-attack', 'whirlwind', 'fly', 'tackle', 'take-down', 'double-edge', 'growl', 'supersonic', 'psybeam', 'peck', 'toxic', 'confusion', 'psychic', 'hypnosis', 'agility', 'night-shade', 'mimic', 'screech', 'double-team', 'confuse-ray', 'haze', 'reflect', 'mirror-move', 'swift', 'amnesia', 'dream-eater', 'sky-attack', 'flash', 'rest', 'substitute', 'thief', 'nightmare', 'snore', 'curse', 'spite', 'protect', 'feint-attack', 'mud-slap', 'foresight', 'detect', 'endure', 'swagger', 'steel-wing', 'mean-look', 'attract', 'sleep-talk', 'return', 'frustration', 'hidden-power', 'twister', 'rain-dance', 'sunny-day', 'psych-up', 'shadow-ball', 'uproar', 'heat-wave', 'facade', 'magic-coat', 'recycle', 'skill-swap', 'imprison', 'secret-power', 'feather-dance', 'hyper-voice', 'air-cutter', 'silver-wind', 'extrasensory', 'aerial-ace', 'calm-mind', 'roost', 'natural-gift', 'pluck', 'tailwind', 'psycho-shift', 'air-slash', 'brave-bird', 'nasty-plot', 'zen-headbutt', 'defog', 'captivate', 'ominous-wind', 'synchronoise', 'round', 'echoed-voice', 'stored-power', 'acrobatics', 'work-up', 'hurricane', 'moonblast', 'confide', 'dual-wingbeat', 'tera-blast']",['hoothoot'],60,30,30,36,56,50,"['insomnia', 'keen-eye', 'tinted-lens']",normal,flying
